avg DF0,avg DDF0,avg Jitter,avg Shimmer,avg apq,avg ppq,avg logE,std DF0,std DDF0,std Jitter,std Shimmer,std apq,std ppq,std logE,skewness DF0,skewness DDF0,skewness Jitter,skewness Shimmer,skewness apq,skewness ppq,skewness logE,kurtosis DF0,kurtosis DDF0,kurtosis Jitter,kurtosis Shimmer,kurtosis apq,kurtosis ppq,kurtosis logE,id
-6.4921793937683105,1.1701298952102661,4.8641309749951525,9.244495123816344,41.427456001204355,6.451581409782811,-16.54915870040996,25.781259536743164,34.476646423339844,8.684035992439433,9.302991667569177,22.3038486770487,8.433450871717488,6.220786735063741,-2.804068565291049,0.6377543910477212,3.3338872009469234,1.095491270069185,0.29997129798486777,1.649526433399502,-0.4221993789019906,8.725516407498365,4.020526142670774,11.333726140479989,0.3080000132499805,-1.171541566258024,1.333155533757477,-0.6748837641871757,AVPEPUDEAC0001_fruta.wav
-1.7211240530014038,0.6289931535720825,4.266122604731325,10.482985401784058,61.71787105201577,3.4515903950198124,-18.06902320313624,8.901684761047363,11.03974437713623,4.6802506308198275,15.108992544863634,24.33183082063426,3.6716355820759867,8.85112733705967,-1.3831333251434943,-0.609461476282861,2.3291818887872764,2.3230899051350113,-0.9426711526615508,1.5714746099365995,-0.6118306968852747,2.7926430813385474,1.6915027072959372,5.830020967480323,4.514703507301598,0.14195050462282666,1.5689193540021371,-1.015185073058197,AVPEPUDEAC0003_fruta.wav
-2.288813591003418,0.598038375377655,2.796020165227905,9.907160354342293,60.41151671501638,1.9977425106887892,-20.221691687630944,9.952787399291992,12.514599800109863,3.1503096575625764,11.755700237283945,39.06590188771383,2.090887850110303,11.540226531968575,-1.5161665408368017,-0.5527206781767471,2.6045351463646447,1.5728320611019175,0.33691658335710883,1.5643068355774095,-0.5378213931222958,3.6546881786990664,1.2993274762764262,7.500670990196646,2.106946680253995,-0.9238062249654262,2.043477705234525,-1.1213671616015823,AVPEPUDEAC0004_fruta.wav
-2.2882590293884277,0.7881349921226501,3.956340320437709,10.48028682972654,62.17357184686341,2.0965635997820384,-22.786435913413115,10.420370101928711,11.727789878845215,3.397390378903974,11.890078711560626,27.535574393580017,1.9448923308135964,13.675518183975287,-0.3203100457479151,0.6165770574969766,1.015651563268431,1.0816920443592943,-0.14182608564184676,1.2347006832253702,-0.3445827635539151,-0.156985547800768,0.6034384098369685,0.1470646812716212,0.014357726918051927,-0.37281227570129793,0.7430666219510673,-1.3548752668899136,AVPEPUDEAC0005_fruta.wav
0.36384424567222595,-0.0573839470744133,5.031917640798422,8.926671008783442,48.04158209188949,6.522024851082207,-22.047254928081376,37.04703140258789,54.73603820800781,11.136025805537512,10.423948511995937,20.04737963332544,10.508110996859276,9.882098403569637,0.9681427109122203,-0.5452802258580021,2.729781845131241,1.3348494826639756,-0.462431917638529,1.9035004694650102,-0.15663916629588667,7.375767934128081,2.247854344616571,6.418351685912475,0.6566463093567663,-0.8346532508769249,2.7336331887383016,-0.995757936852248,AVPEPUDEAC0006_fruta.wav
-0.8379866480827332,0.39783644676208496,1.9401593071712904,12.509026128965564,41.45055826018515,1.601396466567132,-15.552740081762416,8.620428085327148,13.65589714050293,2.4422553180102176,16.830301698455248,26.252512955936414,1.7006428710123072,7.273062566120826,1.4944258247785074,-0.8337694663406606,2.1225413608471038,2.6025091529878583,-0.03902810004083639,1.7711193308630246,-0.9629653856497247,4.379892859769817,3.4918159394405164,4.715425069351689,7.429157465153068,-1.198505354052827,2.862575336664289,-0.30001582322598086,AVPEPUDEAC0007_fruta.wav
-1.415438175201416,1.358256220817566,1.8577568598725491,8.364860208520863,33.38972502088363,1.117073967551676,-16.776174448205072,9.271735191345215,13.097360610961914,3.0921723667517296,10.22044675173024,26.66384626458213,1.1998245991372802,6.858020214390623,-2.5558418451123455,1.320876985675766,3.216511884525077,2.3169293676114466,0.5178745161890911,1.8733245440463404,-0.769810351156867,8.242616762430892,5.8044172831309915,10.58427728409736,5.826738159109681,-1.2440860808308019,3.4235335947837617,-0.37817655934916816,AVPEPUDEAC0008_fruta.wav
-2.8348841667175293,0.2713063657283783,3.8348240397988134,11.882199193288313,40.12867776051718,3.3858119285905874,-15.896258296977532,16.350187301635742,26.7958927154541,5.52078226490742,15.389095645427963,23.803409274675698,3.8794941695049228,8.698842773795272,-1.8719796912673565,-1.4042108793777315,3.226502773211614,2.0535673265053114,-0.06354229235248036,2.5934923888919506,-0.7783040085703441,7.788909250910647,5.816358426793029,11.227666442309834,4.1094585762652125,-1.0867455097573573,7.4099901489513496,-0.5172109049438998,AVPEPUDEAC0010_fruta.wav
-0.9500266909599304,0.44031381607055664,3.23236012907407,6.739191071220817,27.186777429461966,3.150792911972793,-19.60746775887988,19.423355102539062,31.071720123291016,6.50225121828656,10.410309394779745,27.626055929146357,6.311506496969142,7.790219219334554,3.85297612158108,1.0204189553000231,4.434331644887057,2.7773409875160833,1.3065063207268053,3.426036503185939,-0.8534799881567582,19.475709301019617,12.167009475879626,21.169644927232046,7.587498835920277,0.43831577634772545,12.027421685406829,-0.01773268465907263,AVPEPUDEAC0011_fruta.wav
0.3461550772190094,0.7485443353652954,3.8461480896254328,12.733841094684612,41.22913508042369,4.022098664567633,-15.308302073246972,21.726821899414062,37.24734878540039,5.778331203844342,14.276676894130162,25.563095902750593,4.742456185819354,7.405865059675929,2.0369071843189497,-1.047932608132773,2.83526653917922,1.360852493670784,0.2815421299814875,1.4508581145563861,-0.6782891210806181,6.661266622096402,4.919622606675016,7.9487389446700405,1.0763259753626864,-1.341734404742306,1.119614166656639,-0.6707121131331868,AVPEPUDEAC0012_fruta.wav
-1.2681218385696411,0.6605582237243652,2.426158277961112,10.870814268069326,43.04903575073992,1.630813989740169,-17.303939790219477,6.682248115539551,9.93268871307373,2.9059650097741256,12.991174896030465,29.014451004879646,2.0516302079565905,8.098261874753687,-1.1675485270197503,-1.3435908132590182,2.1817627481538167,1.5714796702928122,0.9238900705289181,2.0677980219940957,-0.6519081874709739,3.3722759838440988,4.6693917804650615,5.773852247089531,1.8845726916338208,-0.34529721676534875,3.5403912421623014,-0.6301677012178128,AVPEPUDEAC0013_fruta.wav
-1.085258960723877,0.8231279850006104,6.120993747841328,6.962758398913423,26.403989181825462,8.727901031075215,-20.742776340877352,33.6814079284668,43.986087799072266,10.774320883084853,10.081092560171147,21.010467160791922,9.83816023271865,9.109156935435266,0.11244763193370684,0.43051166469062596,2.849639283894729,1.7824217395642088,1.0751658987570218,0.9379002929213069,-0.4568199556145185,7.480892918200066,2.5794365113905933,7.378819869365829,2.1504973892291437,0.09747677948681988,-0.6370164644700496,0.18171180380626195,AVPEPUDEAC0014_fruta.wav
-1.641322135925293,-0.2147945761680603,2.843408747625234,12.614057053700488,42.84522596589877,2.79245543350205,-13.689630904283593,11.857295989990234,21.79105567932129,4.474165119038755,11.168802711811017,22.727607249066114,3.590610805741878,5.2119153162725835,1.2621181496720928,0.8254498784918315,2.3641688889892944,0.7757738103028601,-0.2943072087176192,2.0943490470049464,-0.7928309819965421,5.567294994678456,4.381873423801274,4.350083519115105,-0.10786557028388977,-0.8210468308763232,3.4358645414191997,-0.3819699845621334,AVPEPUDEAC0015_fruta.wav
-4.170008659362793,-0.37031635642051697,2.8230521999474276,8.119221057909071,65.00553742036153,2.771354978508092,-23.656694607522013,13.706439971923828,14.511239051818848,4.599133999612724,10.776064570013412,22.740706922569327,3.268697865411704,11.731627693458163,-2.3898753790201384,-0.6076714551961302,2.8085132240255013,1.9738833123240165,-0.470747531600763,1.2329748302591477,-0.054740412367828395,5.344994922846542,3.2953069707399036,7.405181906900024,3.098826556482832,-0.3663365454098986,-0.05132586042605647,-1.131853915524956,AVPEPUDEAC0016_fruta.wav
